# {"t_start": 1604712404.5037315, "env_id": "CartpoleSwingShort-v0"} 
r,l,t
21.649639,117,3205.663007
20.660387,103,3205.704928
19.427152,100,3205.74479
21.350661,99,3205.786676
18.070058,108,3205.829601
20.417628,95,3205.867461
21.335113,97,3205.906358
18.499181,97,3205.949241
21.51437,105,3205.991129
18.206915,99,3206.030025
19.36698,100,3206.069918
19.528768,103,3206.110809
20.905785,95,3207.389389
21.310657,97,3207.44524
19.98877,98,3207.504082
20.250739,99,3207.556941
18.156915,99,3207.605812
21.143061,97,3207.650691
20.180649,112,3207.702552
22.590156,109,3207.752418
23.133816,103,3207.7973
19.446731,96,3207.839188
18.826404,98,3207.881109
19.905587,105,3207.925987
19.454223,101,3207.96787
20.267775,101,3208.010729
20.62286,98,3208.053614
20.121597,102,3208.098494
22.227713,100,3208.140382
22.004633,96,3208.180309
19.191604,102,3208.225154
20.769196,101,3208.267077
20.027804,95,3208.306969
18.807696,95,3208.344835
21.218553,106,3208.391708
22.392653,110,3208.452546
21.396656,100,3208.504409
22.030649,99,3208.557265
20.841301,98,3208.609129
18.976312,98,3208.666972
19.181034,104,3208.722824
19.258987,95,3208.771692
20.829191,98,3208.8186
21.490063,108,3208.869465
19.909124,109,3208.917337
22.803944,97,3208.959222
21.625915,101,3209.003075
19.967015,95,3209.043964
18.608064,95,3209.084855
20.867524,90,3209.122755
20.840164,95,3209.161649
20.90433,107,3209.204534
24.442631,115,3209.25141
20.786067,110,3209.295293
22.15955,103,3209.336224
21.734723,96,3209.375114
18.474984,95,3209.412978
20.47045,97,3209.451874
20.063732,94,3209.490769
19.811502,107,3209.533654
21.177855,109,3209.587551
20.500892,91,3209.626406
19.906504,95,3209.666299
19.676747,108,3209.710222
19.456853,100,3209.751114
20.00231,104,3209.792999
22.435089,105,3209.834886
21.586513,105,3209.875739
18.236444,97,3209.915633
18.626105,104,3209.957558
20.436178,104,3209.999409
21.307356,105,3210.040301
18.909786,102,3210.080193
20.954405,92,3210.117095
21.780746,102,3210.157986
21.905909,107,3210.199904
19.943592,99,3210.238812
20.154613,102,3210.278661
22.48465,100,3210.318555
20.971939,111,3210.36144
22.569194,98,3210.40138
20.245541,98,3210.440229
20.654211,103,3210.48016
19.954138,103,3210.521013
22.746359,104,3210.562942
20.399046,100,3210.601797
19.560619,94,3210.638699
20.468113,91,3210.677594
21.378129,111,3210.721479
22.021868,101,3210.76137
21.799403,107,3210.803301
19.199385,100,3210.843153
19.861211,102,3210.883045
19.216994,104,3210.924979
22.543205,103,3210.985801
20.878887,105,3211.028657
18.804048,104,3211.07158
19.497031,102,3211.11347
18.838051,103,3211.154321
20.139287,100,3211.195211
21.288124,100,3211.236101
20.076494,100,3211.278029
21.478995,108,3211.32287
18.231983,101,3211.363761
19.516015,93,3211.399705
22.167846,95,3211.438559
17.780921,98,3211.477457
20.139786,91,3211.514397
22.047143,102,3211.556244
21.33692,101,3211.597135
18.779977,99,3211.638067
24.93454,113,3213.135021
20.103934,98,3213.189875
22.08505,101,3213.249715
21.477933,94,3213.298584
21.919033,103,3213.348451
21.376314,100,3213.395326
21.955742,106,3213.444195
21.63318,92,3213.485086
20.000106,99,3213.531995
22.363433,100,3213.576841
21.284149,99,3213.61876
22.640576,96,3213.658621
21.971597,95,3213.698516
21.321924,104,3213.741435
21.015874,92,3213.778335
20.331665,92,3213.818232
20.522661,98,3213.858087
20.056376,94,3213.895986
19.321187,100,3213.934882
21.975929,93,3213.971783
21.223748,103,3214.012674
23.766945,97,3214.050572
21.449757,104,3214.092499
20.480754,98,3214.131358
26.618049,105,3214.175241
20.295779,92,3214.212141
20.82488,98,3214.252034
20.446517,95,3214.296916
18.750397,102,3214.340797
22.283832,101,3214.382684
21.398695,99,3214.422606
21.519341,106,3214.465497
22.000707,106,3214.508384
21.102642,101,3214.54924
21.078575,93,3214.587138
22.153681,103,3214.628067
20.686419,98,3214.666959
21.313435,98,3214.704851
25.074555,110,3214.748705
20.605709,99,3214.789639
21.160245,101,3214.829526
20.765254,98,3214.868386
22.131652,97,3214.906325
21.191052,94,3214.943187
22.178669,104,3214.985073
19.96704,95,3215.022972
24.876472,108,3215.065858
20.913229,100,3215.104753
20.904775,100,3215.145644
20.784016,98,3215.196509
20.5771,104,3215.245377
19.98112,98,3215.296241
18.748756,96,3215.346108
20.505598,105,3215.411932
23.435224,102,3215.471771
24.750616,100,3215.520677
21.145883,99,3215.567552
18.872919,96,3215.612396
22.106556,99,3215.656318
23.440812,108,3215.703153
20.156591,99,3215.74903
20.591007,97,3215.789921
26.225848,117,3215.83879
20.051963,107,3215.88367
22.001822,99,3215.923563
21.213252,107,3215.968443
18.875686,95,3216.007339
22.028496,103,3216.049227
20.933206,98,3216.08912
22.465404,106,3216.132006
21.012277,95,3216.170941
22.289785,102,3216.213788
22.987661,101,3216.256672
20.984406,97,3216.299557
25.265922,95,3216.355447
19.83139,91,3216.394304
21.061318,100,3216.441222
20.935715,94,3216.483111
21.239241,96,3216.524001
20.28153,94,3216.564888
20.748049,95,3216.603745
22.855897,99,3216.64468
21.359973,106,3216.689567
20.224712,97,3216.728448
21.61249,106,3216.772293
21.928485,100,3216.813184
19.829986,92,3216.85112
18.495619,92,3216.888982
20.481373,96,3216.927879
20.348999,100,3216.969767
21.709397,103,3217.011691
21.546488,96,3217.049552
20.24476,96,3217.087491
21.31828,93,3217.127343
21.231705,97,3217.16624
21.747329,105,3217.208127
21.333425,94,3217.245029
24.886238,105,3217.288913
24.329748,98,3217.328848
27.198056,108,3217.37169
24.106078,103,3218.812836
19.326778,92,3218.885641
25.929555,115,3218.959443
20.077073,96,3219.011306
22.249979,99,3219.062169
23.819969,100,3219.111038
22.378461,101,3219.158912
21.582536,95,3219.201795
26.101134,106,3219.249706
24.193723,107,3219.295546
22.831305,94,3219.336435
22.7768,97,3219.377327
23.923793,97,3219.41722
20.451442,99,3219.45811
18.999099,96,3219.497005
22.293405,100,3219.5369
24.994707,107,3219.579837
21.822739,107,3219.622709
23.269608,97,3219.68155
21.196288,97,3219.721441
25.285388,99,3219.762336
22.698979,103,3219.805222
23.300692,102,3219.846071
20.701624,99,3219.885965
27.796281,120,3219.934883
26.414145,103,3219.976724
24.354098,109,3220.01965
21.906966,102,3220.059502
23.666092,106,3220.101389
23.96188,100,3220.140285
21.671813,97,3220.178185
27.691547,108,3220.222107
22.684236,96,3220.260004
23.601473,98,3220.297909
30.065599,110,3220.34078
27.580823,106,3220.382676
21.972391,92,3220.418542
23.136464,98,3220.458434
27.207326,103,3220.49937
21.756369,90,3220.536226
21.267913,92,3220.57213
26.833321,105,3220.614018
21.456974,102,3220.653954
26.918563,105,3220.69584
21.592215,103,3220.73669
21.96702,104,3220.777582
28.027358,118,3220.828485
20.524856,102,3220.86939
24.427597,103,3220.922228
25.108885,110,3220.970105
20.761523,96,3221.012995
28.588572,105,3224.454745
9830.257897,10000,3236.066688
9828.992415,10000,3242.065642
9818.156193,10000,3248.260076
9821.726757,10000,3253.993738
9834.273553,10000,3259.664572
9830.608519,10000,3265.207784
9826.393265,10000,3270.835741
9826.270618,10000,3276.482589
9824.962002,10000,3282.020775
9816.711701,10000,3287.677685
9817.870483,10000,3293.207855
9828.982849,10000,3299.473096
9818.764459,10000,3305.152906
9821.51924,10000,3310.777892
9811.264618,10000,3316.389851
9816.701443,10000,3322.023819
9818.48614,10000,3327.648735
9816.158008,10000,3333.303612
9814.625898,10000,3338.939536
25.267985,148,3340.279951
20.470605,126,3340.349765
16.982058,137,3340.435534
18.210522,123,3340.498367
22.074289,150,3340.576159
20.749097,158,3340.677886
21.05038,142,3340.760666
19.421534,113,3340.816515
19.985812,114,3340.870372
18.844371,144,3340.936195
17.988114,121,3340.991051
19.097486,148,3341.053918
24.97609,124,3341.105742
21.18305,107,3341.149625
20.87848,152,3341.211459
20.877395,111,3341.257337
19.280055,128,3341.3082
20.376239,168,3341.377016
20.434875,143,3341.433866
20.09224,117,3341.479742
18.737461,129,3341.531603
23.464166,134,3341.601416
18.940405,146,3341.662254
21.168233,147,3341.72214
20.084179,116,3341.767972
19.520017,109,3341.811854
22.67892,113,3341.857732
21.418097,110,3341.902653
19.21036,144,3341.958461
21.088222,122,3342.009327
22.806616,121,3342.058195
20.658209,112,3342.103113
19.873044,153,3342.16295
20.938384,158,3342.224795
21.333722,130,3342.275615
21.041106,106,3342.317545
20.770908,153,3342.377342
21.62326,107,3342.420226
17.97109,134,3342.473085
21.258406,141,3342.527939
27.75119,124,3342.576807
20.339304,136,3342.630665
20.182607,130,3342.682525
22.108977,118,3342.750345
20.481775,122,3342.801207
18.187506,122,3342.852116
20.951273,140,3342.914905
21.245029,193,3342.997723
21.633877,122,3343.053571
25.0573,121,3343.104398
19.949457,113,3343.151271
19.859425,122,3343.200142
21.434211,122,3343.250008
23.229942,134,3343.303903
19.877541,117,3343.351736
20.308685,138,3343.405591
21.348626,127,3343.455457
21.422636,121,3343.503329
21.253202,127,3343.553246
21.6165,153,3343.613087
24.764137,125,3343.664936
17.856046,128,3343.715804
21.600956,117,3343.760641
18.90009,153,3343.846411
20.397904,123,3343.908246
26.756266,137,3343.975111
27.770127,134,3344.062833
19.209817,134,3344.132684
18.924136,168,3344.210479
26.667817,125,3344.267325
19.90737,124,3344.320146
18.261807,135,3344.37799
21.708565,140,3344.438828
25.096528,159,3344.504691
21.034405,150,3344.564491
22.170902,162,3345.954773
9827.548656,10000,3355.754599
202.671178,335,3357.231611
9821.687996,10000,3367.615877
25.014732,137,3369.079921
175.230271,326,3374.68792
141.18894,290,3374.826591
155.992765,302,3374.96119
175.820583,324,3375.100816
9840.282758,10000,3384.342099
9820.885185,10000,3389.872499
9831.959718,10000,3395.437613
22.709913,102,3396.784012
23.988217,110,3396.842854
18.628769,94,3396.895714
21.39918,96,3396.946577
20.405084,102,3396.994451
22.319568,111,3397.044319
21.247791,98,3397.08923
21.599124,108,3397.13607
18.50719,108,3397.182976
18.127143,99,3397.224833
20.457708,97,3397.264728
24.04406,106,3397.308609
9820.911037,10000,3406.531973
167.506936,316,3407.964109
128.256599,304,3413.557149
9840.886349,10000,3423.753876
9830.705504,10000,3429.731888
