# {"t_start": 1604759521.9819155, "env_id": "BallBalancerSim-v0"} 
r,l,t 
696.943625,1000,1255.496387
571.879047,1000,1255.956541
604.505444,1000,1256.431547
555.355298,1000,1256.955151
609.49366,1000,1257.49358
643.078836,1000,1258.008781
695.922038,1000,1258.551381
675.293973,1000,1260.919997
681.242062,1000,1261.488171
708.212146,1000,1262.042202
585.17516,1000,1262.621902
734.26406,1000,1263.165927
543.360616,1000,1263.645167
683.53995,1000,1264.102942
665.989771,1000,1264.697968
659.74268,1000,1265.186477
506.009934,1000,1265.677168
683.176674,1000,1267.702379
575.135315,1000,1268.181099
691.545847,1000,1268.656293
585.469977,1000,1269.134806
551.842247,1000,1269.594575
718.556197,1000,1270.169631
535.263422,1000,1270.671267
581.025815,1000,1271.151982
713.707878,1000,1271.615778
656.218315,1000,1272.091975
647.921303,1000,1274.079502
600.978445,1000,1274.570222
600.660975,1000,1275.021986
640.966584,1000,1275.551578
542.113596,1000,1276.100078
596.725078,1000,1276.586453
540.725336,1000,1277.065437
555.605558,1000,1277.528701
536.015708,1000,1278.030394
651.704613,1000,1278.510626
690.950189,1000,1280.53423
545.48107,1000,1281.032904
571.924627,1000,1281.610167
672.638014,1000,1282.095867
568.146082,1000,1282.556743
553.894308,1000,1283.013555
587.722617,1000,1283.484296
624.820929,1000,1283.939669
550.473733,1000,1284.421481
680.612281,1000,1284.945675
680.540351,1000,1287.106003
547.914445,1000,1287.716427
27.752829,95,1287.78225
551.576828,1000,1288.42982
561.480543,1000,1289.058154
661.199662,1000,1289.594719
680.809676,1000,1290.118828
571.95092,1000,1290.574104
593.548534,1000,1291.128062
567.449523,1000,1291.592623
550.037302,1000,1294.126599
488.484289,1000,1294.689812
569.144573,1000,1295.207092
649.536376,1000,1295.688312
698.161472,1000,1296.162502
551.204434,1000,1296.622719
598.087469,1000,1297.235144
587.362608,1000,1297.726368
656.091118,1000,1298.230853
669.286122,1000,1298.708575
673.732452,1000,1300.925948
667.994423,1000,1301.444127
680.511724,1000,1302.026736
624.464527,1000,1302.500549
595.361637,1000,1302.995409
708.354006,1000,1303.46216
561.963385,1000,1304.04762
644.024546,1000,1304.551735
570.825597,1000,1305.036478
522.577919,1000,1305.506296
634.392733,1000,1307.6631
564.679708,1000,1308.140934
532.41058,1000,1308.653286
487.492326,1000,1309.111053
676.883952,1000,1309.610684
687.197416,1000,1310.08836
641.662101,1000,1310.565592
641.692246,1000,1311.043314
693.740714,1000,1311.51351
680.429587,1000,1312.121437
522.975436,1000,1314.12762
502.623632,1000,1314.592061
537.854795,1000,1315.076213
701.379319,1000,1315.543501
497.18093,1000,1316.016851
631.950138,1000,1316.47596
607.268369,1000,1316.934734
530.977302,1000,1317.538669
506.10225,1000,1318.039413
597.938265,1000,1318.557328
606.050304,1000,1320.711201
682.922287,1000,1321.169941
676.996666,1000,1321.676589
627.533432,1000,1322.244161
644.3876,1000,1322.727899
568.022573,1000,1323.186182
698.57498,1000,1323.651465
609.237175,1000,1324.339859
704.051723,1000,1324.890492
611.81304,1000,1325.426793
602.411784,1000,1327.889226
614.940391,1000,1328.516548
695.257887,1000,1329.118556
587.495055,1000,1329.667037
598.089993,1000,1330.197618
534.928178,1000,1330.787529
561.342788,1000,1331.368263
559.696343,1000,1331.96418
510.054756,1000,1332.457984
663.764572,1000,1333.180496
592.071085,1000,1335.357951
598.503261,1000,1335.929428
583.768106,1000,1336.430427
565.507352,1000,1336.937577
710.850565,1000,1337.448177
573.178188,1000,1338.022641
588.686033,1000,1338.526843
543.603168,1000,1338.995326
568.000014,1000,1339.448081
628.766146,1000,1340.158214
560.599428,1000,1342.215488
549.37912,1000,1342.682429
639.12325,1000,1343.157709
648.27097,1000,1343.612571
625.553665,1000,1344.106677
538.931997,1000,1344.615284
671.472585,1000,1345.144867
535.049635,1000,1345.746123
660.124815,1000,1346.240769
561.713847,1000,1346.706627
510.819266,1000,1348.889396
668.265007,1000,1349.431686
611.89471,1000,1349.980219
622.744786,1000,1350.453459
611.055158,1000,1350.966098
632.676879,1000,1351.550045
553.299621,1000,1352.152979
620.563098,1000,1352.716934
584.985392,1000,1353.260997
660.985831,1000,1353.889728
635.659497,1000,1356.340632
524.749877,1000,1356.830839
688.180186,1000,1357.471383
606.603383,1000,1358.031885
541.487639,1000,1358.592074
513.651783,1000,1359.106702
689.042051,1000,1359.613347
622.604826,1000,1360.072886
605.082141,1000,1360.541536
680.652192,1000,1361.020223
689.043326,1000,1363.369852
731.703131,1000,1363.868554
638.229486,1000,1364.600209
607.807325,1000,1365.178145
635.031317,1000,1365.765497
581.484373,1000,1366.381125
703.439885,1000,1367.032114
649.15859,1000,1367.677355
480.752085,1000,1368.241844
499.572355,1000,1368.984507
632.870178,1000,1371.315864
545.113988,1000,1371.909825
536.522596,1000,1372.402541
638.476094,1000,1372.863792
546.294501,1000,1373.338539
679.82869,1000,1373.801019
581.90066,1000,1374.273753
691.359788,1000,1374.748966
636.89087,1000,1375.208744
444.667531,1000,1375.699432
506.487654,1000,1377.858186
577.717221,1000,1378.381806
631.773219,1000,1378.922273
634.38812,1000,1379.479085
599.038503,1000,1379.972275
557.923284,1000,1380.434129
597.688713,1000,1380.916355
604.16965,1000,1381.500796
576.979599,1000,1381.989249
429.8352,1000,1382.471999
567.302209,1000,1384.805578
629.546171,1000,1385.268306
456.754086,1000,1385.863399
622.834505,1000,1386.352093
615.694178,1000,1386.838299
533.467576,1000,1387.299358
553.990993,1000,1387.879792
542.924255,1000,1388.38595
575.885474,1000,1388.889347
530.09985,1000,1389.385823
641.941239,1000,1391.723177
567.315656,1000,1392.36803
579.605604,1000,1392.975702
670.994226,1000,1393.640921
660.262549,1000,1394.219835
607.359168,1000,1394.734834
580.926872,1000,1395.200246
678.718981,1000,1395.684637
585.797237,1000,1396.148375
509.129217,1000,1396.605153
589.47697,1000,1398.656482
665.975883,1000,1399.230177
598.956847,1000,1399.759397
597.303905,1000,1400.243103
669.15227,1000,1400.714252
602.090332,1000,1401.188287
592.692592,1000,1401.660029
661.457798,1000,1402.11278
685.79979,1000,1402.609568
635.617205,1000,1403.069825
554.802314,1000,1405.214617
475.625132,1000,1405.712573
539.581967,1000,1406.183025
614.407261,1000,1406.642256
622.19564,1000,1407.136067
579.4004,1000,1407.602388
504.658641,1000,1408.091404
572.234722,1000,1408.602041
626.769116,1000,1409.085475
644.341358,1000,1409.561215
502.090479,1000,1411.775063
546.220693,1000,1412.324096
718.974138,1000,1412.855677
571.378778,1000,1413.481977
622.256855,1000,1414.031508
585.753686,1000,1414.531177
602.281867,1000,1415.070841
535.2186,1000,1415.593443
683.216198,1000,1416.194387
616.300247,1000,1416.679859
598.964836,1000,1418.865415
589.356288,1000,1419.349153
535.011913,1000,1419.931003
582.579402,1000,1420.519941
606.623958,1000,1421.066989
577.170259,1000,1421.610979
561.303521,1000,1422.279224
567.325424,1000,1422.848697
541.96455,1000,1423.423356
559.804801,1000,1424.097551
480.851928,1000,1426.126126
696.465305,1000,1426.60681
599.942663,1000,1427.075297
660.208946,1000,1427.526984
590.311226,1000,1428.16186
660.431415,1000,1428.661086
563.488768,1000,1429.17951
602.409128,1000,1429.660257
604.478283,1000,1430.186362
629.987633,1000,1430.745865
689.648447,1000,1432.875783
627.418314,1000,1433.36438
571.863808,1000,1433.85077
663.593985,1000,1434.298538
649.577412,1000,1434.775111
577.09266,1000,1435.23279
657.018521,1000,1435.706101
444.961725,1000,1436.167902
653.257969,1000,1436.622358
552.891794,1000,1437.10258
610.615967,1000,1439.312227
631.653267,1000,1439.783931
514.086082,1000,1440.250921
657.456294,1000,1440.712083
525.95769,1000,1441.182824
559.51871,1000,1441.651541
570.587843,1000,1442.108302
573.654,1000,1442.581921
555.44189,1000,1443.063209
739.151999,1000,1443.561844
554.876621,1000,1445.679403
518.026959,1000,1446.289402
522.081198,1000,1446.788036
522.599209,1000,1447.256672
595.347984,1000,1447.714363
518.100328,1000,1448.279364
568.620554,1000,1448.829892
670.110771,1000,1449.322425
600.77809,1000,1449.78818
629.628305,1000,1450.278924
652.504523,1000,1452.373206
613.715778,1000,1452.855597
440.401689,1000,1453.38519
593.569379,1000,1453.882659
567.294105,1000,1454.366364
663.862851,1000,1454.885265
574.017617,1000,1455.434506
687.826426,1000,1456.12466
636.746875,1000,1456.771051
684.254785,1000,1457.355487
530.045054,1000,1459.910405
586.129353,1000,1460.512573
519.948518,1000,1461.119982
617.65647,1000,1461.65059
659.786964,1000,1462.144528
629.918404,1000,1462.685115
431.690521,1000,1463.292552
560.69411,1000,1463.826144
612.036127,1000,1464.320914
565.183318,1000,1464.914326
566.060467,1000,1467.220197
587.00911,1000,1467.786617
647.778355,1000,1468.437144
561.325027,1000,1468.964244
649.389123,1000,1469.611206
620.95567,1000,1470.145745
611.220716,1000,1470.668569
614.451884,1000,1471.165761
579.519801,1000,1471.67643
619.963684,1000,1472.17117
639.191077,1000,1474.260328
441.30059,1000,1474.777217
583.260231,1000,1475.352189
359.060225,1000,1475.83478
424.582889,1000,1476.307304
420.49709,1000,1476.761089
603.695123,1000,1477.241911
651.397212,1000,1477.701959
502.180026,1000,1478.205736
676.423984,1000,1478.684455
538.607137,1000,1480.832382
639.774399,1000,1481.313071
471.756353,1000,1481.802213
648.740678,1000,1482.255037
456.009846,1000,1482.745201
637.307139,1000,1483.20018
671.388349,1000,1483.651957
570.850916,1000,1484.128716
608.904168,1000,1484.584497
546.643819,1000,1485.068137
450.980401,1000,1487.291362
521.55728,1000,1487.75612
632.500115,1000,1488.285668
590.272991,1000,1488.862
524.131338,1000,1489.339723
491.690895,1000,1489.809065
608.448097,1000,1490.2583
599.791941,1000,1490.854705
573.162475,1000,1491.344437
437.6687,1000,1491.826448
599.649942,1000,1493.977094
595.175034,1000,1494.428894
678.888897,1000,1494.902508
489.680774,1000,1495.48895
641.661203,1000,1495.969904
636.092699,1000,1496.447121
678.577793,1000,1496.898947
633.700872,1000,1497.463946
563.480377,1000,1497.987045
587.595128,1000,1498.510644
669.894512,1000,1500.930938
529.992867,1000,1501.392738
693.014169,1000,1502.036468
524.635964,1000,1502.524131
637.644115,1000,1503.009843
608.052652,1000,1503.492179
545.948525,1000,1504.076649
529.700366,1000,1504.598293
485.440453,1000,1505.086639
629.335463,1000,1505.540425
664.309443,1000,1507.665432
457.840167,1000,1508.141232
547.817858,1000,1508.759371
598.160235,1000,1509.25305
558.52261,1000,1509.730523
572.078359,1000,1510.214252
503.084959,1000,1510.703904
585.856714,1000,1511.19761
620.54514,1000,1511.663559
596.17775,1000,1512.114736
518.040955,1000,1514.279283
502.326957,1000,1514.814233
550.647312,1000,1515.406887
437.172716,1000,1515.92646
586.022903,1000,1516.396209
476.989299,1000,1516.858302
552.67079,1000,1517.359
561.60773,1000,1517.859695
596.875522,1000,1518.441873
590.564296,1000,1518.949317
574.710968,1000,1521.340271
464.353466,1000,1521.943623
453.845214,1000,1522.489205
605.29654,1000,1523.01926
537.399235,1000,1523.564802
481.153994,1000,1524.191676
446.566957,1000,1524.864875
609.446674,1000,1525.593449
508.383031,1000,1526.249217
554.782253,1000,1526.749878
569.12301,1000,1528.863249
649.895898,1000,1529.334503
683.907163,1000,1529.933923
667.060192,1000,1530.640082
610.7863,1000,1531.137752
627.275164,1000,1531.608498
521.653791,1000,1532.059809
527.467329,1000,1532.531549
635.560377,1000,1532.99783
444.012147,1000,1533.471638
611.807745,1000,1535.640934
630.595317,1000,1536.256795
637.758496,1000,1536.762445
598.818823,1000,1537.232759
467.9791,1000,1537.730937
480.087303,1000,1538.191736
678.046876,1000,1538.661529
620.140327,1000,1539.13383
656.649463,1000,1539.615509
533.1074,1000,1540.078377
657.739396,1000,1542.206462
588.698541,1000,1542.677642
672.14938,1000,1543.127873
526.482174,1000,1543.710941
625.572556,1000,1544.198996
436.493404,1000,1544.725587
615.749365,1000,1545.267778
615.446291,1000,1545.843037
548.794425,1000,1546.378605
493.257053,1000,1546.91344
653.944091,1000,1549.228287
597.909172,1000,1549.731283
560.381207,1000,1550.21803
598.800138,1000,1550.684747
573.671455,1000,1551.152532
610.72679,1000,1551.759602
654.206384,1000,1552.230379
565.674948,1000,1552.718492
640.629698,1000,1553.175275
598.26235,1000,1553.657494
577.155062,1000,1555.750667
574.091404,1000,1556.339226
583.690597,1000,1556.826932
523.943207,1000,1557.302617
446.750269,1000,1557.760584
604.671236,1000,1558.285114
665.483212,1000,1558.866078
651.524858,1000,1559.360496
486.88891,1000,1559.830717
560.76634,1000,1560.287525
596.501632,1000,1562.432284
662.455954,1000,1563.015751
635.847795,1000,1563.524993
481.154581,1000,1564.004361
583.151681,1000,1564.456136
679.069138,1000,1564.935888
560.618328,1000,1565.517417
684.551464,1000,1566.000073
470.531114,1000,1566.468852
515.662629,1000,1566.92286
596.36783,1000,1569.088191
497.392657,1000,1569.656277
676.834034,1000,1570.196551
568.439327,1000,1570.679259
690.388211,1000,1571.142102
607.231826,1000,1571.591909
520.342398,1000,1572.076578
460.276639,1000,1572.529878
528.174424,1000,1573.005321
576.298476,1000,1573.455924
685.663694,1000,1575.566788
535.633257,1000,1576.048474
645.715771,1000,1576.530479
563.44649,1000,1576.985787
526.511604,1000,1577.458488
523.707279,1000,1577.921251
601.597378,1000,1578.410467
582.982419,1000,1578.88548
589.16108,1000,1579.341773
511.427271,1000,1579.831429
492.022578,1000,1581.982654
509.264681,1000,1582.443401
424.786445,1000,1582.918131
568.943439,1000,1583.372991
582.589118,1000,1583.831123
592.940996,1000,1584.30685
612.753532,1000,1584.781926
549.801253,1000,1585.305955
510.86648,1000,1585.765083
562.442682,1000,1586.255725
536.733055,1000,1588.618872
543.895887,1000,1589.198943
680.62772,1000,1589.796345
613.059071,1000,1590.388877
575.198887,1000,1590.893966
619.845038,1000,1591.470457
522.688255,1000,1592.049672
671.986538,1000,1592.563576
482.750328,1000,1593.045287
378.224878,1000,1593.504587
314.677488,745,1595.505806
527.082655,1000,1595.975563
528.1918,1000,1596.506026
519.691068,1000,1597.050583
527.146538,1000,1597.52834
573.756024,1000,1598.008093
444.956246,1000,1598.648626
553.167614,1000,1599.345766
687.600966,1000,1599.913777
567.308801,1000,1600.382073
352.943592,1000,1602.665897
623.958354,1000,1603.248061
566.533363,1000,1603.739873
508.0277,1000,1604.227951
451.630253,958,1604.676737
633.556432,1000,1605.129685
559.925107,1000,1605.604461
649.564304,1000,1606.062269
661.836267,1000,1606.555555
529.236053,1000,1607.031263
458.13902,1000,1609.24595
633.207128,1000,1609.775565
660.598464,1000,1610.253129
496.47579,1000,1610.711907
565.790754,1000,1611.305433
562.185441,1000,1611.801586
654.753957,1000,1612.281302
570.666375,1000,1612.739379
475.462061,1000,1613.244567
655.834251,1000,1613.803456
589.300931,1000,1615.938313
524.104203,1000,1616.403436
545.805563,1000,1616.895409
489.504287,1000,1617.351907
658.057052,1000,1617.830634
488.304013,1000,1618.307045
609.807391,1000,1618.798736
554.61164,1000,1619.267642
552.033791,1000,1619.727451
542.797659,1000,1620.222779
687.119058,1000,1622.381514
625.547523,1000,1622.855297
604.129641,1000,1623.396471
535.699536,1000,1623.96
479.426525,1000,1624.454749
641.144943,1000,1624.915278
529.747904,1000,1625.369063
594.212605,1000,1625.981517
469.025942,1000,1626.46163
622.151363,1000,1626.945335
520.249798,1000,1629.126331
673.754,1000,1629.611575
688.056885,1000,1630.175577
498.195682,1000,1630.698974
592.00515,1000,1631.181649
601.768586,1000,1631.656385
573.745108,1000,1632.128123
563.101196,1000,1632.589401
631.148236,1000,1633.053659
562.064682,1000,1633.536869
525.115004,1000,1635.670742
415.625242,1000,1636.189275
601.735286,1000,1636.67525
545.791998,1000,1637.138031
540.380022,1000,1637.612727
337.051376,1000,1638.082245
606.40887,1000,1638.558209
524.283377,1000,1639.052854
636.284816,1000,1639.511576
482.811405,1000,1640.046356
519.896014,1000,1642.220109
577.08919,1000,1642.688823
530.716669,1000,1643.194229
131.533239,528,1643.536314
219.958803,677,1643.917297
609.315453,1000,1644.482382
531.964999,1000,1645.038122
547.440233,1000,1645.559726
382.095165,1000,1646.072675
552.189423,1000,1646.590575
584.262153,977,1649.341834
523.365651,1000,1649.883402
591.717312,1000,1650.410826
461.896864,1000,1651.012364
591.563175,1000,1651.53653
409.959224,1000,1652.08146
307.118472,952,1652.686841
128.294138,467,1653.131678
581.932453,1000,1653.81186
597.483673,1000,1654.361467
459.214533,1000,1657.099402
656.800634,1000,1657.610894
659.882431,1000,1658.132523
582.695799,1000,1658.658659
674.887835,1000,1659.267475
531.113665,1000,1659.851464
543.213058,1000,1660.472678
512.926884,1000,1661.426089
544.415992,927,1662.092817
546.495932,1000,1662.826555
402.965899,1000,1665.173111
443.300297,1000,1665.812911
528.222812,1000,1666.539646
514.328732,1000,1667.182927
364.137598,1000,1667.722608
656.92886,1000,1668.365891
362.051315,1000,1668.947333
568.873441,944,1669.464584
540.81926,1000,1670.239025
557.98509,1000,1670.936231
269.039056,956,1673.365854
292.969024,1000,1673.854949
496.245191,1000,1674.328544
506.222824,1000,1674.99566
569.226201,1000,1675.506774
570.466451,973,1675.984038
637.788692,1000,1676.466228
555.771982,1000,1677.121981
373.317612,1000,1677.751335
589.557833,1000,1678.3652
624.882041,1000,1681.02852
363.610922,1000,1681.526619
652.67175,1000,1681.989382
607.563762,1000,1682.466145
280.613141,1000,1682.971793
573.698995,1000,1683.58089
412.656916,1000,1684.131435
474.05042,831,1684.766531
615.641977,1000,1685.301615
507.740772,1000,1685.774386
635.131618,1000,1687.86323
647.532627,1000,1688.379681
569.402166,1000,1688.865182
590.475101,989,1689.391434
573.722298,1000,1689.929543
630.688589,1000,1690.619723
623.635462,1000,1691.133468
643.623059,1000,1691.63811
289.827758,1000,1692.106334
656.776155,1000,1692.794583
529.23088,1000,1694.922982
575.519235,1000,1695.384716
531.559075,889,1695.815137
442.999166,1000,1696.265164
571.699593,1000,1696.736903
323.232588,1000,1697.188307
614.09001,1000,1697.658219
569.200646,1000,1698.168365
628.974706,1000,1698.73237
310.179091,1000,1699.246817
457.33395,1000,1701.611228
561.747261,1000,1702.082004
523.068438,1000,1702.67351
572.267147,1000,1703.13554
592.570663,1000,1703.613766
288.152905,1000,1704.061607
575.408671,1000,1704.621072
421.296683,1000,1705.148393
646.023227,1000,1705.619098
622.567454,1000,1706.066902
445.835047,1000,1708.182241
499.099071,1000,1708.718889
446.838641,776,1709.148739
621.17564,1000,1709.618608
390.517701,1000,1710.093455
467.30453,1000,1710.544575
541.24981,1000,1711.073158
361.651986,1000,1711.619705
439.540914,1000,1712.093978
434.257315,1000,1712.548762
445.706162,1000,1714.909063
516.544338,943,1715.452446
618.262953,1000,1716.08276
544.087483,1000,1716.609859
411.043696,1000,1717.114262
526.459841,1000,1717.68379
545.167542,1000,1718.204397
459.746501,826,1718.627799
432.056112,831,1719.074757
554.720347,1000,1719.632237
622.431407,1000,1722.150061
537.684892,1000,1722.785398
520.181285,1000,1723.260158
552.76861,1000,1723.726878
448.419278,1000,1724.182242
522.1982,947,1724.670024
638.950633,1000,1725.265431
536.611197,1000,1725.761105
564.729184,1000,1726.222193
376.552981,1000,1726.791388
559.454019,1000,1728.906702
604.080555,1000,1729.384266
487.584199,1000,1729.879941
544.284842,1000,1730.377666
568.970595,1000,1730.841053
557.801101,1000,1731.346121
578.010717,1000,1731.833815
520.372555,1000,1732.457805
556.512301,1000,1732.966443
528.516773,988,1733.43125
651.884962,1000,1735.63046
544.36543,1000,1736.110178
451.577848,1000,1736.587414
529.015735,1000,1737.091749
471.365266,883,1737.512624
634.247525,1000,1738.016787
584.865972,1000,1738.529157
561.922535,1000,1739.0179
554.574783,1000,1739.511583
553.662838,1000,1739.991088
370.239748,1000,1742.442592
621.491953,1000,1742.927296
370.809493,1000,1743.419934
508.980189,1000,1743.959489
406.375257,1000,1744.546956
556.151197,950,1745.009709
573.281558,1000,1745.48843
637.442425,1000,1745.955728
505.131515,904,1746.419004
574.796461,1000,1747.002445
388.522307,1000,1749.287511
396.365147,1000,1749.80129
437.952988,1000,1750.294537
534.399019,1000,1750.939378
407.116752,1000,1751.441789
597.593044,1000,1751.936467
644.698271,1000,1752.420715
570.664637,1000,1752.928056
554.951765,1000,1753.404151
518.793843,1000,1753.906808
582.91329,1000,1756.024942
386.621812,1000,1756.589744
416.505777,1000,1757.0914
567.85209,1000,1757.573799
427.684296,1000,1758.065555
607.232652,1000,1758.668522
461.909616,928,1759.167188
400.784707,1000,1759.660863
571.050124,1000,1760.168602
527.561778,1000,1760.784542
484.531385,1000,1763.041625
403.404087,1000,1763.541622
643.144106,1000,1764.043282
586.127033,1000,1764.544449
601.776734,1000,1765.143662
636.037485,1000,1765.64932
561.076254,1000,1766.13
638.493462,1000,1766.622512
333.089449,1000,1767.101234
395.260783,1000,1767.580457
649.985728,1000,1769.835067
510.040634,1000,1770.475291
475.835978,1000,1770.990915
547.151397,1000,1771.532005
559.756115,1000,1772.057615
462.274685,1000,1772.552768
592.662961,1000,1773.068374
435.761507,1000,1773.611947
498.194743,1000,1774.145075
431.001192,1000,1774.670721
491.326976,1000,1777.077403
500.94401,1000,1777.723054
573.910362,1000,1778.431698
604.401219,1000,1778.985564
590.427308,1000,1779.445046
606.761812,1000,1779.941174
606.909844,1000,1780.451419
642.806699,1000,1780.932791
645.505705,1000,1781.410703
574.37278,1000,1781.869077
547.415793,1000,1784.507452
560.29324,1000,1785.140757
628.643897,1000,1785.8618
619.29641,1000,1786.507801
592.225164,1000,1787.125435
528.897847,1000,1787.779002
486.536234,1000,1788.486112
518.277409,1000,1789.052992
583.352132,1000,1789.610532
489.812314,1000,1790.300549
539.639351,1000,1792.862358
510.895882,1000,1793.502456
643.328783,1000,1794.139332
395.671424,1000,1795.014013
577.593066,1000,1795.628657
549.251569,1000,1796.208724
593.495371,1000,1796.731501
376.84627,1000,1797.501447
543.877155,1000,1798.368671
527.469872,1000,1798.906378
367.588676,1000,1801.949444
611.032293,1000,1802.58566
637.651986,1000,1803.054073
603.210145,1000,1803.507822
659.370907,1000,1804.30094
539.120792,1000,1804.946118
557.415539,1000,1805.528593
602.096752,1000,1806.153028
540.373926,996,1806.676626
547.705439,994,1807.24961
615.244783,1000,1809.742882
653.151837,1000,1810.296092
498.580795,1000,1810.845656
643.134879,1000,1811.336015
315.237293,1000,1811.874089
547.812022,1000,1812.360784
483.381387,1000,1812.875995
408.526736,1000,1813.355225
469.606091,1000,1813.980552
439.16371,837,1814.414094
512.625346,1000,1816.743415
474.435743,1000,1817.315773
589.742947,1000,1817.882788
489.508272,1000,1818.463549
607.04634,1000,1818.979201
636.238169,1000,1819.497299
444.935692,857,1819.914338
540.872776,1000,1820.411009
348.340668,1000,1820.903694
596.751196,1000,1821.409977
537.94441,1000,1824.118319
412.228703,809,1824.576058
506.121752,939,1825.084696
511.839332,913,1825.547462
464.136717,1000,1826.169615
614.60176,1000,1826.780982
388.278348,1000,1827.317107
438.735181,849,1827.710064
513.343972,1000,1828.228676
463.637474,1000,1828.713523
555.547691,1000,1831.323292
541.261492,1000,1831.929357
424.9991,1000,1832.42361
426.131979,855,1832.852102
466.983268,1000,1833.308922
534.98997,1000,1833.767812
512.198837,1000,1834.241178
268.533715,1000,1834.689947
543.964346,1000,1835.158728
536.09353,1000,1835.61642
454.286849,1000,1838.109505
563.374316,1000,1838.7054
401.775946,1000,1839.216069
632.423843,1000,1839.769345
648.289153,1000,1840.498857
630.894695,1000,1841.138147
276.13307,1000,1841.853994
491.889856,1000,1842.393552
444.819186,1000,1842.90073
475.124979,1000,1843.386208
609.101881,1000,1845.616861
465.96906,1000,1846.116524
598.917678,1000,1846.673571
565.017842,1000,1847.167405
485.585282,1000,1847.658129
590.972393,1000,1848.14234
469.864528,1000,1848.732557
607.980243,1000,1849.276101
420.6344,1000,1849.842628
565.240416,1000,1850.366744
508.620326,1000,1852.828264
455.983667,1000,1853.41828
468.829463,902,1853.921975
553.564955,1000,1854.511519
490.280424,1000,1854.984292
513.91927,1000,1855.459023
473.507631,1000,1855.915844
538.357999,1000,1856.396896
478.323037,1000,1856.866148
575.986423,1000,1857.323466
528.529907,1000,1859.437835
491.840694,1000,1860.012751
545.979065,1000,1860.572292
512.778742,961,1861.049782
288.245753,1000,1861.507593
361.05809,1000,1862.020427
393.084025,1000,1862.548134
418.854836,1000,1863.057771
598.896843,1000,1863.62237
445.729839,1000,1864.1326
272.83906,1000,1866.284656
440.10488,1000,1866.747385
465.609184,877,1867.164883
643.506944,1000,1867.638044
585.206641,1000,1868.090868
601.495529,1000,1868.575046
295.214549,1000,1869.03773
340.152427,1000,1869.487524
502.285336,1000,1869.963298
371.240505,1000,1870.417226
287.411411,1000,1872.601056
513.961545,1000,1873.149925
497.386697,1000,1873.688484
459.321617,884,1874.125357
467.435103,1000,1874.586195
500.836805,1000,1875.095832
587.781576,1000,1875.725157
562.406425,1000,1876.240059
583.175721,1000,1876.704326
644.403622,1000,1877.159109
556.7316,997,1879.583694
575.1186,1000,1880.166439
419.60465,1000,1880.705002
518.560617,955,1881.228053
418.671829,1000,1881.711003
386.104789,1000,1882.240588
605.646896,1000,1882.809634
332.621482,1000,1883.311324
396.434549,1000,1883.813483
618.200269,1000,1884.321711
420.024556,1000,1887.047822
548.556666,1000,1887.546524
565.728837,1000,1888.114448
454.479516,1000,1888.72993
565.897088,1000,1889.378194
293.586398,1000,1889.943219
616.517689,1000,1890.477302
525.096074,962,1891.010447
432.977429,1000,1891.622855
536.9852,1000,1892.099569
541.013674,1000,1894.243408
593.417212,1000,1894.732826
502.752764,1000,1895.188696
620.075785,1000,1895.64152
567.317353,1000,1896.201848
411.066881,1000,1896.702091
678.638415,1000,1897.21329
419.508088,1000,1897.73096
559.54776,1000,1898.280003
568.450419,1000,1898.882579
627.284001,1000,1900.989784
541.760629,1000,1901.480362
361.428675,1000,1901.965099
560.316193,1000,1902.414442
358.424997,1000,1902.934937
558.3071,1000,1903.486465
395.22333,1000,1903.968215
611.644794,1000,1904.421742
515.205786,1000,1904.871543
566.049419,1000,1905.483435
515.883878,1000,1907.66659
582.217879,1000,1908.166221
476.52991,1000,1908.665958
554.055794,1000,1909.122985
559.778042,1000,1909.648124
319.182464,1000,1910.200062
496.403556,1000,1910.695932
321.808044,1000,1911.161743
684.842175,1000,1911.636441
616.130433,1000,1912.249016
500.855098,930,1914.405249
484.828581,1000,1914.959269
545.45049,1000,1915.471493
544.454558,1000,1916.053334
631.832202,1000,1916.784921
563.313698,1000,1917.317592
446.215318,1000,1917.88566
620.509762,1000,1918.524522
540.634539,1000,1919.05314
388.111824,1000,1919.546822
502.723356,1000,1921.636748
417.868338,1000,1922.232733
531.450258,1000,1922.722421
479.323041,1000,1923.188038
521.101964,975,1923.628757
522.594894,1000,1924.102489
385.936048,1000,1924.554476
595.646709,1000,1925.050634
679.718438,1000,1925.560306
418.963839,1000,1926.071937
492.814669,1000,1928.265231
614.890676,1000,1928.873167
350.342092,1000,1929.420211
500.460781,1000,1929.981934
436.688215,1000,1930.569328
527.932568,1000,1931.298393
474.6025,1000,1931.964061
630.275271,1000,1932.56995
653.470716,1000,1933.311188
554.262614,980,1933.896624
563.407673,1000,1936.028527
583.884747,1000,1936.511349
518.832126,1000,1936.997829
630.536394,1000,1937.469565
556.718466,1000,1937.936829
665.100003,1000,1938.522419
662.04698,1000,1939.031095
535.387214,1000,1939.511466
453.617055,1000,1939.97643
548.894508,1000,1940.471977
650.139444,1000,1942.638229
587.682153,1000,1943.292071
551.461156,1000,1943.832794
513.523822,1000,1944.403778
489.138645,1000,1945.257517
495.544008,1000,1945.939232
354.754566,1000,1946.504986
501.536643,1000,1947.064456
519.381506,1000,1947.703324
480.947384,1000,1948.223982
508.733725,1000,1950.353293
495.89589,1000,1950.875924
563.850519,1000,1951.51312
