# {"t_start": 1604759521.9819155, "env_id": "BallBalancerSim-v0"} 
r,l,t
496.66334,1000,145.219753
696.106796,1000,145.731419
714.694385,1000,146.152353
496.010457,1000,146.611166
692.696941,1000,147.222044
594.006229,1000,147.692842
562.582464,1000,148.133576
625.41249,1000,148.551725
444.460642,1000,149.03753
624.658089,1000,151.064114
532.944839,1000,151.52786
469.942557,1000,151.957795
408.12149,1000,152.394593
665.174092,1000,152.811097
697.689392,1000,153.269871
397.021229,1000,153.700756
459.138796,1000,154.182016
425.701994,1000,154.747852
472.947872,1000,155.217595
479.976781,1000,157.188472
592.537121,1000,157.622274
576.806422,1000,158.042475
460.391691,1000,158.505563
432.267514,1000,159.082021
496.402328,1000,159.507919
508.87024,1000,159.944963
537.257176,1000,160.356896
570.749904,1000,160.782742
531.251795,1000,161.207706
504.219547,1000,163.183108
640.401452,1000,163.625923
482.083411,1000,164.092706
528.999563,1000,164.623762
586.137412,1000,165.10451
485.166856,1000,165.561877
497.904899,1000,166.004729
410.896201,1000,166.442212
579.079666,1000,166.868615
415.743121,1000,167.32394
483.158836,1000,169.341668
529.247942,1000,170.025876
732.057327,1000,170.543032
427.281926,1000,171.135054
562.929853,1000,171.588419
443.029192,1000,172.118004
522.138908,1000,172.575904
510.5311,1000,173.009387
405.200198,1000,173.425034
558.584533,1000,173.829987
603.452409,1000,175.658642
489.927624,1000,176.075071
375.294475,1000,176.496208
440.654429,1000,176.906107
632.364094,1000,177.334479
651.03643,1000,177.876673
637.212094,1000,178.351956
469.899995,1000,178.803374
666.698508,1000,179.219806
420.243258,1000,179.642224
480.944298,1000,181.442495
376.684291,1000,181.900655
377.386943,1000,182.357467
532.832403,1000,182.790972
504.53719,1000,183.350382
608.293185,1000,183.908429
673.709926,1000,184.424231
664.30875,1000,184.963015
419.519659,1000,185.44334
547.502169,1000,185.888152
630.741039,1000,187.837344
562.586863,1000,188.310131
672.570897,1000,188.853695
430.421698,1000,189.308518
304.284492,1000,189.750751
667.398782,1000,190.181597
618.94276,1000,190.605035
660.13816,1000,191.065476
534.028121,1000,191.494392
593.690777,1000,191.944202
457.57778,1000,193.886522
602.215586,1000,194.548105
667.997048,1000,195.018354
667.964307,1000,195.516022
633.34224,1000,196.087708
594.219152,1000,196.80171
565.075277,1000,197.29642
449.234596,1000,197.74779
617.833155,1000,198.195749
383.354046,1000,198.677461
694.694526,1000,200.855141
428.07247,1000,201.35323
521.700824,1000,201.947433
524.432992,1000,202.419169
508.768292,1000,202.903086
534.083755,1000,203.343687
626.464088,1000,203.774534
663.737688,1000,204.253256
375.691768,1000,204.741637
378.755883,1000,205.250906
660.526874,1000,207.505944
584.316201,1000,208.039123
352.902301,1000,208.572695
649.167179,1000,209.140177
332.535371,1000,209.723314
595.424598,1000,210.218028
342.735764,1000,210.677345
592.333378,1000,211.131295
711.331637,1000,211.610359
677.219024,1000,212.15889
566.656598,1000,214.221803
425.284193,1000,214.715264
632.635964,1000,215.221405
415.07376,1000,215.883214
485.817711,1000,216.525502
577.649516,1000,217.008534
372.472789,1000,217.517433
656.098938,1000,217.966232
467.717466,1000,218.500912
673.969333,1000,219.026419
413.280911,1000,221.091831
685.696218,1000,221.58509
378.116112,1000,222.052426
337.595327,1000,222.52571
681.669735,1000,223.005436
461.052594,1000,223.549015
695.591619,1000,224.031272
725.470557,1000,224.489017
639.631865,1000,224.982707
472.381727,1000,225.507316
592.282197,1000,227.557151
579.284337,1000,228.0498
495.915224,1000,228.60921
438.435607,1000,229.143746
482.906204,1000,229.622019
625.156883,1000,230.08696
686.235197,1000,230.537406
542.747571,1000,231.118369
609.899792,1000,231.584629
386.259529,1000,232.046272
371.780283,1000,234.301173
604.713189,1000,234.772504
552.174802,1000,235.322194
351.164599,1000,235.876711
419.844959,1000,236.456628
381.120893,1000,236.904704
451.851755,1000,237.356496
640.550329,1000,237.797861
627.416716,1000,238.271563
682.066125,1000,238.74148
389.728529,1000,240.921216
328.228915,1000,241.402938
641.188965,1000,241.87715
610.412668,1000,242.315978
687.700355,1000,242.81105
656.661834,1000,243.380549
679.015256,1000,243.871238
393.782373,1000,244.345558
608.414196,1000,244.828384
675.499918,1000,245.392875
505.293091,1000,247.361177
687.625172,1000,247.868554
606.453011,1000,248.335827
504.104498,1000,248.807666
482.173629,1000,249.299204
696.623139,1000,249.92607
616.269962,1000,250.430237
656.954858,1000,250.93692
347.350991,1000,251.53354
468.812272,1000,252.056186
627.875557,1000,253.995117
631.922274,1000,254.492786
667.329935,1000,254.942651
683.816764,1000,255.411073
426.931214,1000,255.878821
644.968432,1000,256.383027
665.873727,1000,256.961453
554.292733,1000,257.454175
507.539358,1000,257.9485
650.011889,1000,258.421871
455.176727,1000,260.527071
670.839058,1000,261.053331
359.233483,1000,261.626796
621.933786,1000,262.074111
425.224425,1000,262.531517
443.321235,1000,262.993186
608.183186,1000,263.543713
540.803865,1000,264.057498
479.341305,1000,264.621549
461.707427,1000,265.087268
618.978088,1000,267.376115
496.926469,1000,267.959103
641.280916,1000,268.492676
622.928494,1000,268.973955
663.774127,1000,269.465641
508.6894,1000,270.017738
430.994697,1000,270.592155
398.196003,1000,271.161134
476.205546,1000,271.778995
621.584642,1000,272.371459
657.011665,1000,274.717613
529.598143,1000,275.239762
651.861383,1000,275.713605
717.766185,1000,276.319792
648.43284,1000,276.95138
602.617867,1000,277.499445
674.818981,1000,277.962247
598.480309,1000,278.507912
360.098969,1000,279.011566
443.222681,1000,279.821681
708.201003,1000,282.08815
659.372967,1000,282.585515
614.312105,1000,283.106969
620.521512,1000,283.620897
663.370708,1000,284.214822
354.630146,1000,284.783849
608.628927,1000,285.365331
691.343121,1000,285.842158
638.503014,1000,286.298261
652.675357,1000,286.742486
676.11053,1000,288.814581
602.262723,1000,289.275551
445.330433,1000,289.728517
493.856901,1000,290.154379
637.051631,1000,290.586368
642.604568,1000,291.172256
633.966521,1000,291.620577
671.562488,1000,292.088326
417.743036,1000,292.516725
464.590293,1000,292.966145
723.068731,1000,295.031472
680.916285,1000,295.522171
685.257393,1000,295.950148
633.08653,1000,296.452838
642.859836,1000,296.966313
612.878502,1000,297.423092
429.342215,1000,297.872889
512.03481,1000,298.443337
657.889925,1000,298.934507
618.797873,1000,299.385268
674.788272,1000,301.584012
653.193538,1000,302.311802
526.335544,1000,302.781544
410.627168,1000,303.264726
646.389541,1000,303.786865
631.183706,1000,304.506957
682.042538,1000,304.989319
519.403395,1000,305.494001
661.377337,1000,305.998716
616.79623,1000,306.496603
459.687508,1000,308.669659
604.829793,1000,309.105461
382.490191,1000,309.557762
649.438823,1000,310.052469
432.717545,1000,310.507447
499.243891,1000,311.061945
609.933623,1000,311.584514
680.78998,1000,312.10479
693.930418,1000,312.577509
416.617504,1000,313.038243
457.043393,1000,314.983257
689.945644,1000,315.442149
381.377067,1000,315.869319
689.643526,1000,316.289943
492.687997,1000,316.729805
594.26741,1000,317.155667
588.410442,1000,317.592642
688.862527,1000,318.023456
662.607544,1000,318.461792
617.879262,1000,319.011049
585.274144,1000,320.989295
597.028556,1000,321.523832
604.84623,1000,322.020505
364.085044,1000,322.476571
659.078725,1000,322.912367
469.580045,1000,323.384134
618.802314,1000,323.825962
729.805698,1000,324.3758
668.45052,1000,324.961234
693.21363,1000,325.422004
473.92274,1000,327.687238
431.928714,1000,328.30761
375.4863,1000,328.869631
695.950812,1000,329.358358
697.677173,1000,329.872948
539.046388,1000,330.462911
585.670234,1000,330.957589
627.536598,1000,331.448182
603.472776,1000,331.912893
593.953907,1000,332.380601
682.036795,1000,334.509625
664.692749,1000,334.99391
357.582351,1000,335.501468
673.60079,1000,336.068951
656.729911,1000,336.541691
662.729877,1000,337.068979
634.723427,1000,337.777085
662.182846,1000,338.568013
689.022068,1000,339.24221
594.699006,1000,339.843687
693.429398,1000,342.097409
403.455089,1000,342.691571
454.957794,1000,343.340889
680.709773,1000,343.897382
708.699587,1000,344.483977
569.689722,1000,345.030514
513.285167,1000,345.565855
594.897338,1000,346.08347
630.963042,1000,346.599601
676.42248,1000,347.237858
706.825768,1000,349.370663
678.042158,1000,349.879054
675.469699,1000,350.423727
734.893464,1000,350.950318
652.992208,1000,351.501532
585.426776,1000,352.117885
514.43316,1000,352.85564
605.355187,1000,353.434626
470.691939,1000,353.953238
703.339421,1000,354.494075
579.642586,1000,356.614437
590.401684,1000,357.17793
704.624542,1000,357.705843
637.081279,1000,358.45381
434.559471,1000,359.053312
615.401824,1000,359.65174
645.215731,1000,360.331249
624.605956,1000,360.925196
726.156829,1000,361.532112
484.739306,1000,362.078195
357.940215,1000,364.63465
589.921246,1000,365.144288
641.469945,1000,365.609063
611.652592,1000,366.117701
645.630381,1000,366.659253
391.695808,1000,367.249463
680.009041,1000,367.811284
671.833471,1000,368.408087
695.579783,1000,369.097332
645.096013,1000,369.709694
749.248684,1000,372.078146
385.542706,1000,372.621931
674.154293,1000,373.177474
696.325685,1000,373.723903
403.330189,1000,374.380655
701.746055,1000,374.954162
636.691811,1000,375.523307
452.971077,1000,376.083771
551.990939,1000,376.627926
531.278824,1000,377.160014
385.447371,1000,379.692596
651.897346,1000,380.326902
683.301594,1000,380.917484
425.969003,1000,381.69793
563.787124,1000,382.303583
546.418379,1000,382.861435
429.08485,1000,383.520181
689.798454,1000,384.092654
538.005788,1000,384.635658
677.440693,1000,385.215109
397.437275,1000,387.512624
653.245571,1000,388.112731
474.590023,1000,388.710732
359.98351,1000,389.76625
737.637152,1000,390.593373
678.001249,1000,391.308963
666.447641,1000,391.990266
458.738078,1000,392.561918
421.372838,1000,393.062211
625.345948,1000,393.58934
681.368344,1000,395.558344
690.185947,1000,396.136191
503.823004,1000,396.594518
666.907358,1000,397.061251
733.465849,1000,397.510014
732.386794,1000,398.007257
645.501763,1000,398.564022
672.103105,1000,399.163417
628.691167,1000,399.657186
699.182379,1000,400.22563
466.86975,1000,403.24864
701.106693,1000,403.950406
409.825729,1000,404.696919
531.117403,1000,405.37873
364.724133,1000,406.098161
659.399781,1000,406.790494
617.236909,1000,407.407762
683.832655,1000,408.144797
675.208898,1000,408.993876
672.622308,1000,409.590164
544.47086,1000,411.870695
375.077017,1000,412.339773
478.694922,1000,412.945143
683.704519,1000,413.505125
401.916759,1000,414.048774
696.80271,1000,414.572023
393.287109,1000,415.213843
686.473826,1000,415.800148
620.281261,1000,416.338308
382.988369,1000,416.870483
628.278218,1000,419.212096
443.402768,1000,419.817719
573.037524,1000,420.411951
744.998871,1000,421.230346
509.119158,1000,421.901406
680.819276,1000,422.44803
439.097704,1000,423.00813
623.526368,1000,423.555755
366.842819,1000,424.117256
569.941883,1000,424.649379
647.295541,1000,426.951734
432.288646,1000,427.516201
652.063237,1000,428.083632
578.848557,1000,428.55389
679.900916,1000,428.988147
515.905753,1000,429.421675
593.627823,1000,429.861943
720.434383,1000,430.282533
672.866181,1000,430.723477
725.030085,1000,431.152906
688.393264,1000,433.192143
685.821118,1000,433.649343
411.131937,1000,434.105904
435.384944,1000,434.526927
423.658359,1000,434.943838
689.895507,1000,435.384216
449.008577,1000,435.804486
658.036343,1000,436.234354
404.195138,1000,436.658708
709.791221,1000,437.08808
517.286214,1000,439.16328
718.076734,1000,439.608251
675.791861,1000,440.02824
661.861085,1000,440.498587
697.531764,1000,440.946927
627.99117,1000,441.370645
642.875535,1000,441.81848
713.177586,1000,442.26348
615.89788,1000,442.706957
675.268991,1000,443.268133
657.241699,1000,445.137865
626.602311,1000,445.572702
581.980196,1000,445.98999
677.562779,1000,446.42407
647.99729,1000,446.863843
523.205575,1000,447.300675
370.971331,1000,447.724313
561.780528,1000,448.146224
683.207928,1000,448.672692
717.66157,1000,449.142516
651.431253,1000,451.02741
629.423282,1000,451.451296
664.500421,1000,451.893625
406.951669,1000,452.31849
572.355479,1000,452.749315
402.112864,1000,453.178204
528.975309,1000,453.607091
493.555298,1000,454.094761
698.748884,1000,454.594722
649.590794,1000,455.04056
488.188724,1000,457.011768
662.120858,1000,457.46257
677.479896,1000,457.887285
653.468303,1000,458.323086
658.159309,1000,458.917575
341.005501,1000,459.457221
664.080193,1000,460.05244
657.964403,1000,460.705223
642.308003,1000,461.321731
576.52077,1000,461.832898
691.530839,1000,463.791179
621.626952,1000,464.280838
631.090486,1000,464.806471
359.082081,1000,465.279377
601.368806,1000,465.711253
641.007449,1000,466.134143
620.710174,1000,466.678187
501.738119,1000,467.114845
418.529311,1000,467.587914
605.788359,1000,468.091604
368.022207,1000,470.173615
657.644499,1000,470.808888
347.399315,1000,471.513039
640.643852,1000,472.072154
673.738501,1000,472.595273
642.973916,1000,473.205631
596.593614,1000,473.719978
660.803219,1000,474.222632
502.360287,1000,474.682491
541.642731,1000,475.183475
651.433196,1000,477.30005
593.719615,1000,478.037075
589.482066,1000,478.589578
618.211507,1000,479.168032
652.636647,1000,479.992926
574.26662,1000,480.58737
353.187951,1000,481.058682
591.25391,1000,481.522425
653.831087,1000,482.071954
662.891469,1000,482.701308
597.533171,1000,485.567411
368.883082,1000,486.408723
550.11581,1000,487.059571
732.811525,1000,487.766666
310.994332,1000,488.368095
607.205864,1000,489.11808
608.99112,1000,489.754411
639.271098,1000,490.356918
634.864688,1000,490.966077
647.989123,1000,491.553506
684.025253,1000,494.541528
638.559042,1000,495.444488
600.880695,1000,495.918965
667.345166,1000,496.38967
457.970473,1000,496.937135
722.63868,1000,497.419915
613.703315,1000,497.901821
448.761418,1000,498.491886
549.911596,1000,498.996764
412.764951,1000,499.445564
661.688179,1000,501.601933
499.027238,1000,502.032268
547.015908,1000,502.481476
477.23654,1000,502.912327
358.012274,1000,503.35019
380.745289,1000,503.779269
707.443505,1000,504.205603
695.965776,1000,504.677341
428.630213,1000,505.111234
718.081809,1000,505.581273
709.585806,1000,507.550561
426.029918,1000,508.018344
712.542985,1000,508.456606
665.074371,1000,508.923358
473.665117,1000,509.373723
703.995025,1000,509.823544
506.126639,1000,510.367061
602.148367,1000,510.927699
349.030875,1000,511.564528
633.307057,1000,512.096125
573.408972,1000,514.006703
392.11564,1000,514.472043
400.468452,1000,514.920027
378.080893,1000,515.41012
627.269663,1000,515.876416
489.749991,1000,516.308861
478.244578,1000,516.898792
612.219471,1000,517.526148
578.738652,1000,518.184915
625.260718,1000,518.704525
550.74212,1000,520.861883
699.071366,1000,521.32403
455.496158,1000,521.805741
467.192762,1000,522.356267
396.521249,1000,522.963484
433.764767,1000,523.463147
621.868612,1000,524.007238
708.47422,1000,524.514719
631.130711,1000,525.050294
670.28802,1000,525.559789
614.773452,1000,527.468403
712.872758,1000,528.012944
728.758694,1000,528.544537
491.634567,1000,529.050987
668.690174,1000,529.506741
712.992519,1000,529.951968
421.945184,1000,530.412297
677.15946,1000,530.871068
446.945236,1000,531.353779
449.494385,1000,531.836453
687.460145,1000,534.152854
605.834033,1000,534.704379
588.654759,1000,535.199618
526.024161,1000,535.765522
679.875646,1000,536.381873
657.010276,1000,536.881494
618.855555,1000,537.506759
651.432212,1000,538.149076
392.351498,1000,538.730202
651.677037,1000,539.423313
705.080651,1000,541.693875
386.875756,1000,542.189515
492.841316,1000,542.702174
582.405045,1000,543.167935
596.850445,1000,543.899854
657.599866,1000,544.438921
664.756348,1000,544.979108
602.692823,1000,545.418985
397.229012,1000,545.9411
375.398058,1000,546.414457
355.863925,1000,548.681471
595.761313,1000,549.174772
570.255418,1000,549.646509
528.843034,1000,550.189063
382.989567,1000,550.729351
634.68371,1000,551.201122
343.244699,1000,551.662468
447.616365,1000,552.166819
666.796081,1000,552.772199
725.037666,1000,553.258966
582.404192,1000,555.841961
634.374115,1000,556.433542
422.237317,1000,556.946434
618.432696,1000,557.414315
578.452595,1000,557.873088
423.9797,1000,558.328453
547.774232,1000,558.88315
560.603293,1000,559.352894
339.149037,1000,559.832968
370.898622,1000,560.32315
633.023877,1000,562.436916
55.117047,178,562.521772
640.457975,1000,562.980091
623.554304,1000,563.412936
572.088901,1000,563.985383
677.724739,1000,564.437211
346.759277,1000,564.893031
627.718362,1000,565.326758
388.230369,1000,565.771568
616.74996,1000,566.20042
561.810012,1000,568.895015
679.210644,1000,569.390439
383.206807,1000,569.874076
571.115463,1000,570.313548
647.220303,1000,570.757892
339.539317,1000,571.191327
613.034983,1000,571.666966
566.882643,1000,572.119886
638.0729,1000,572.555597
593.766464,1000,573.012382
425.06072,1000,575.150916
450.366373,1000,575.61915
436.11607,1000,576.208574
507.649462,1000,576.646548
342.384763,1000,577.173072
588.228268,1000,577.693222
452.720646,1000,578.142605
358.617564,1000,578.597997
649.627479,1000,579.029352
470.825127,1000,579.762967
668.278681,1000,582.148361
673.044009,1000,582.667989
378.400801,1000,583.214527
591.228804,1000,583.740134
615.482904,1000,584.377968
510.005596,1000,584.909547
589.677381,1000,585.443122
650.909672,1000,585.93327
635.492217,1000,586.714568
581.828079,1000,587.260458
649.18261,1000,589.544534
630.633385,1000,589.994905
359.439147,1000,590.427059
549.119598,1000,590.866194
423.508823,1000,591.475564
633.760687,1000,592.035766
378.562234,1000,592.506111
570.879883,1000,593.012724
577.392585,1000,593.514889
483.981176,1000,594.052451
417.863114,1000,596.08426
420.96775,1000,596.645758
400.054709,1000,597.195738
608.421151,1000,597.636611
653.897681,1000,598.092393
476.189471,1000,598.603413
389.157868,1000,599.090111
537.543783,1000,599.551398
378.463746,1000,599.998065
508.977075,1000,600.493264
432.969855,1000,602.820074
607.664883,1000,603.40468
561.843852,1000,604.030687
546.2067,1000,604.745775
540.775792,1000,605.339688
598.448071,1000,605.931137
540.898573,1000,606.550977
594.042138,1000,607.105763
627.708233,1000,607.694709
574.911091,1000,608.21332
349.314061,1000,610.250115
643.559889,1000,610.830657
413.192575,1000,611.317102
649.230248,1000,611.79234
403.982398,1000,612.231197
35.047237,125,612.288047
473.830317,1000,612.965813
465.267847,1000,613.482438
655.473868,1000,613.966184
533.53516,1000,614.401121
556.173494,1000,616.93528
552.546651,1000,617.468561
57.97733,198,617.561354
572.041469,1000,618.023243
538.826714,1000,618.487514
326.965975,1000,618.952763
58.441856,170,619.032549
434.288664,1000,619.510912
505.62609,1000,620.007268
597.584712,1000,620.470995
402.968771,1000,620.981203
61.679307,198,622.895144
373.369754,1000,623.462137
363.425466,1000,623.955788
67.172326,187,624.042264
613.43833,1000,624.495854
541.469209,1000,625.080264
501.164042,1000,625.542191
557.827339,1000,626.002128
550.307258,1000,626.470684
448.827959,1000,627.143291
553.733466,1000,627.625271
386.838984,1000,629.934472
348.163606,1000,630.391639
667.871212,1000,630.821904
632.585891,1000,631.326589
688.015842,1000,631.877527
731.554528,1000,632.364702
618.443527,1000,632.828449
404.522875,1000,633.270802
599.854782,1000,633.903856
621.100117,1000,634.400131
583.589612,1000,636.300918
605.149638,1000,636.746138
711.191697,1000,637.184931
562.650775,1000,637.68816
690.237275,1000,638.19203
602.367595,1000,638.642822
725.349436,1000,639.154037
709.997346,1000,639.690022
362.983237,1000,640.250557
685.928521,1000,640.68741
638.420848,1000,642.778868
443.202962,1000,643.325374
555.016466,1000,643.874517
603.742939,1000,644.401849
612.394337,1000,645.029253
426.102214,1000,645.513484
585.64666,1000,645.997435
495.611252,1000,646.453183
734.839964,1000,646.951159
685.504973,1000,647.456967
434.539375,1000,649.645041
547.091809,1000,650.139133
616.735149,1000,650.759946
633.571523,1000,651.274711
624.117736,1000,651.734991
668.745497,1000,652.189809
603.552057,1000,652.671701
550.421288,1000,653.128044
556.33957,1000,653.658623
419.959928,1000,654.15393
724.089976,1000,656.378499
729.813646,1000,656.90296
578.840647,1000,657.410589
563.592576,1000,657.932733
546.599903,1000,658.514006
566.713626,1000,658.991162
580.316737,1000,659.446949
529.845136,1000,659.899386
418.978232,1000,660.479883
528.821773,1000,660.968914
586.263145,1000,663.058636
583.308703,1000,663.548909
360.303117,1000,664.033081
707.149659,1000,664.620515
741.055934,1000,665.230399
675.022444,1000,665.72521
490.794712,1000,666.188514
569.113437,1000,666.649289
665.634093,1000,667.139836
541.138608,1000,667.725295
579.967219,1000,669.964471
695.958839,1000,670.681634
636.339493,1000,671.292003
633.956929,1000,671.883502
729.241534,1000,672.475885
723.576579,1000,673.015724
604.269031,1000,673.565366
386.730774,1000,674.103956
532.387575,1000,674.616616
691.78678,1000,675.127406
339.799003,1000,677.382902
673.01657,1000,677.865987
672.635708,1000,678.37958
424.975788,1000,678.980485
487.267702,1000,679.497112
514.494023,1000,680.01028
715.123723,1000,680.527514
501.155567,1000,681.072213
707.841796,1000,681.672212
664.47644,1000,682.187324
680.735859,1000,684.732839
711.052233,1000,685.537817
465.973677,1000,686.204004
570.348403,1000,686.812681
372.200083,1000,687.373215
294.29757,1000,687.863575
572.480529,1000,688.435917
401.503771,1000,689.051282
676.70499,1000,689.661355
462.52723,1000,690.2461
685.941876,1000,692.566777
445.497779,1000,693.060141
627.44768,1000,693.561283
614.472383,1000,694.192841
533.537812,1000,694.70743
486.919572,1000,695.221636
524.121109,1000,695.678943
720.784134,1000,696.188582
723.621286,1000,696.730659
602.88659,1000,697.245891
498.971817,1000,699.473678
425.915482,1000,699.939363
636.521968,1000,700.483906
577.664385,1000,701.100534
507.338832,1000,701.670727
547.712773,1000,702.159403
393.65659,1000,702.632298
610.92178,1000,703.145799
451.392799,1000,703.685324
542.732351,1000,704.244397
700.6882,1000,706.747531
632.29054,1000,707.264472
601.741978,1000,707.745834
