episode,rewards,VL,PL*1e7
0,303.7719488888979,4.7845403254032135,-0.8719507604837418
1,439.25356286764145,6.475812293589115,-0.8614733815193176
2,268.81832575798035,1.197563324123621,-0.6263144314289093
3,241.66317844949663,3.748419538140297,-0.06402842700481415
4,263.303118661046,3.856359165161848,0.09080395102500916
5,313.8589090532623,0.42266263719648123,0.18510036170482635
6,436.39506090432405,2.605869721621275,-0.8300412446260452
7,322.698237888515,2.272071238607168,0.060535967350006104
8,232.4494245350361,1.6389583386480808,0.23050233721733093
9,216.85554050840437,2.674975899979472,-0.11292286217212677
10,222.77508465200663,1.3330289386212826,-0.12631062418222427
11,233.97580384463072,4.590460043400526,-0.03725290298461914
12,277.1982728019357,0.5878903879784048,-0.09778887033462524
13,222.7051566168666,3.1419300944544375,0.04423782229423523
14,223.86374823749065,4.087713289540261,-0.3096647560596466
15,356.30494268238544,4.180718305520713,0.09313225746154785
16,277.3516322672367,3.88938214443624,-0.07683411240577698
17,411.30821819603443,3.7506768330931664,0.03608874976634979
18,547.9202147424221,7.321332078427076,0.10477378964424133
19,367.6983666419983,7.625334534794092,-0.07450580596923828
20,444.29984524846077,1.6821955554187298,-0.5145557224750519
21,368.9236348569393,6.894981051795185,-0.027939677238464355
22,242.94564923644066,0.33469160459935665,0.2514570951461792
23,269.3879543170333,0.2941784281283617,0.4691537469625473
24,513.6566766500473,10.926969923079014,0.009313225746154785
25,448.3549875319004,10.234803430736065,0.17695128917694092
26,402.5417178571224,2.037213359028101,0.2491287887096405
27,272.8968614600599,21.60088136047125,-0.16763806343078613
28,529.6900244355202,10.55374189466238,0.23515895009040833
29,283.7026789188385,2.251031176187098,-0.09778887033462524
30,336.4694469422102,3.905615011230111,-0.05820766091346741
31,285.8822580203414,4.783152117393911,0.022118911147117615
32,243.743139564991,0.7055029631592333,-0.7147900760173798
33,213.51641016453505,0.4561383684631437,0.15832483768463135
34,208.70566089823842,4.821921279653907,0.17462298274040222
35,194.7750509697944,1.8432577727362514,0.011641532182693481
36,243.77520336955786,7.739598600193858,-0.07683411240577698
37,210.44142851233482,1.0138501380570233,-0.08963979780673981
38,250.832074444741,0.879656427539885,0.157160684466362
39,220.3122973293066,5.334834780544043,-0.27241185307502747
40,314.3623302131891,0.8041181033477187,0.10360963642597198
41,268.5382665991783,0.273073127027601,0.2677552402019501
42,289.31156830489635,1.0174046782776713,-0.20256265997886658
43,333.9138355702162,7.58111622184515,-0.17695128917694092
44,279.34823014587164,0.8867102088406682,0.15133991837501526
45,540.6730808019638,12.78554467856884,-0.4959292709827423
46,447.1741669178009,13.086002856492996,-0.034924596548080444
47,245.35925536602736,1.647893046028912,0.34924596548080444
48,225.3911151252687,0.6642176145687699,0.5331821739673615
49,209.4448593109846,0.6896752822212875,-0.46333298087120056
50,250.1665541753173,5.69179492816329,0.02561137080192566
51,230.314359202981,0.23618338792584836,-0.5506444722414017
52,228.78810318559408,3.232495758216828,-0.1909211277961731
53,227.9183909073472,0.3868416422046721,-0.023283064365386963
54,452.7985638156533,2.6363344974815845,-0.4423782229423523
55,357.5088074952364,14.964124475605786,-0.05820766091346741
56,240.29164588823915,3.2266943529248238,-0.24214386940002441
57,238.25471542030573,3.117708319798112,0.3306195139884949
58,421.59512680768967,6.892248794436455,-0.10943040251731873
59,188.46042544022202,1.9740358777344227,0.11175870895385742
60,262.82434405758977,0.94801542814821,0.11059455573558807
61,232.55980133265257,4.660040754824877,0.09778887033462524
62,462.3215889930725,1.3185578007251024,0.6309710443019867
63,282.0621818602085,6.0442522168159485,-0.23283064365386963
64,214.40616507455707,0.268322731833905,0.046566128730773926
65,244.07221139222383,1.512207955121994,0.11641532182693481
66,243.0861371308565,1.0826249402016401,0.03725290298461914
67,346.6274473667145,0.3269608127884567,-0.05587935447692871
68,257.1510736271739,1.7286380254663527,-0.21187588572502136
69,321.9364458322525,0.601352957310155,0.39581209421157837
70,522.8949755579233,14.709887146949768,-0.2514570951461792
71,283.0889050960541,0.41507960204035044,-0.314321368932724
72,263.38433662056923,0.8977514645084739,-0.013969838619232178
73,252.16491501033306,0.47221769019961357,-0.19907020032405853
74,303.6749036759138,0.6733012208715081,-0.13969838619232178
75,570.4567414075136,4.410431947559118,0.3189779818058014
76,337.7751040533185,13.708654111251235,-0.1257285475730896
77,303.2542730718851,1.4545017508789897,-0.08381903171539307
78,266.54617366194725,3.375627987552434,-0.20256265997886658
79,240.3705029785633,0.39331080904230475,0.029685907065868378
80,494.4227296933532,16.040700368583202,0.046566128730773926
81,558.4905765429139,1.9321705549955368,-0.05587935447692871
82,328.18948048353195,12.215379850007594,0.03725290298461914
83,206.75786592811346,0.36440791469067335,-0.157160684466362
84,256.1048664562404,0.373241082765162,-0.5005858838558197
85,613.4542045295238,15.421882450580597,-0.4307366907596588
86,363.9191177338362,0.7701467517763376,0.046566128730773926
87,345.8340917825699,6.32023936137557,0.08149072527885437
88,320.1616860628128,6.823073022998869,-0.08149072527885437
89,237.93593014776707,0.3257675680797547,-0.1280568540096283
90,218.43338237702847,0.6065955143421888,0.07683411240577698
91,385.31195363402367,10.2728122305125,-0.11175870895385742
92,384.8364999294281,9.825037220492959,0.07450580596923828
93,384.25324991345406,9.479749597609043,0.07450580596923828
94,195.3398225363344,0.2811892556492239,-0.08847564458847046
95,670.5962736010551,20.244690611958504,-0.16763806343078613
96,390.78997135162354,10.29526002984494,-0.10710209608078003
97,482.37405344098806,0.9291097754612565,0.5585025064647198
98,394.26318484544754,15.441967025399208,0.14493707567453384
99,241.52229811251163,0.39708428969606757,0.011641532182693481
100,288.7426347360015,0.2043148025404662,0.23050233721733093
101,348.7231676131487,12.448279418051243,-0.004656612873077393
102,448.1574293933809,2.280307576060295,-0.47497451305389404
103,659.1264267861843,15.251339435577393,-0.183936208486557
104,440.15531642735004,19.101959839463234,-0.03725290298461914
105,651.4243660867214,4.6777121387422085,0.14202669262886047
106,479.0773049071431,0.7122725741937757,0.28870999813079834
107,501.8459422029555,16.414752423763275,-0.016298145055770874
108,423.86582224071026,16.352268986403942,-0.07916241884231567
109,475.03366519510746,0.9874794129282236,0.17345882952213287
110,512.6932382881641,29.230685114860535,-0.09778887033462524
111,306.53001409024,7.261164320632815,0.06752088665962219
112,222.9007247723639,1.5369918392971158,-0.009313225746154785
113,232.6434531658888,0.9544622460380197,-0.02561137080192566
114,213.45515126176178,0.21922292467206717,0.17695128917694092
115,211.23011499643326,1.102032965514809,-0.13620592653751373
116,214.38275034353137,0.16459820582531393,-0.029103830456733704
117,353.4416334182024,2.7876868303865194,0.2654269337654114
118,355.519108325243,1.9913489064201713,0.23748725652694702
119,390.5173029899597,1.300945870578289,-0.4912726581096649
120,212.6421613022685,0.35106587409973145,0.22118911147117615
121,215.15422397479415,0.3017052535433322,0.11641532182693481
122,244.2382091358304,3.8053133003413677,-0.0628642737865448
123,262.420910730958,1.8798003662377596,0.0628642737865448
124,291.7199645936489,1.6770620997995138,-0.2561137080192566
125,247.00897523015738,0.9951807986944914,-0.060535967350006104
126,345.1115209162235,2.7655578777194023,-0.11408701539039612
127,331.8820333555341,0.5940700764767826,0.46100467443466187
128,553.0235066413879,5.670562336221337,-0.20721927285194397
129,362.11230048537254,6.459177305921912,-0.023283064365386963
130,230.10646534711123,1.5930092758499086,0.05122274160385132
131,159.08365482464433,0.2543964362703264,0.03841705620288849
132,232.88707099854946,0.3084842599928379,-0.34226104617118835
133,278.65307165682316,0.5519666746258736,0.2468004822731018
134,672.7164310961962,1.233001478947699,-0.2759043127298355
135,552.1161008775234,13.080027071293443,0.14901161193847656
136,221.70073954761028,2.049873674288392,-0.09778887033462524
137,305.1374276429415,1.9930759482085705,-0.1594889909029007
138,426.1472255587578,5.5409814193844795,0.16880221664905548
139,709.9488597810268,14.028388321399689,0.29569491744041443
140,539.4708505272865,13.727357059717178,-0.0023283064365386963
141,328.1657018363476,0.5236963499337435,0.4423782229423523
142,258.75295339524746,0.5204942943528295,1.0058283805847168
143,337.00966957211494,1.5941379629075527,0.130385160446167
144,367.65971168875694,3.2608632016927004,0.3073364496231079
145,259.1173129826784,0.49787988793104887,0.42724423110485077
146,238.72560849785805,0.23689857707358897,0.5587935447692871
147,437.55586187541485,11.715204432606697,-0.034924596548080444
